Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,expected_units,definition,convention
GF3,LONA,MEDS,A,Position and navigation,Position et navigation,degree Celsius,degré Celsius,,longitude_reported_with_every_depth,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,LOND,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ALONZZ01,Longitude east,longitude,,,longitude,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0554/,http://vocab.nerc.ac.uk/collection/P01/current/ALONZZ01/,ALONZZ01,Longitude east,SDN:P01::ALONZZ01,Longitude east,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,degree,Longitude east,
GF3,LONG,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,longitude_positive_west,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,LONM,MEDS,A,Position and navigation,Position et navigation,minute(angle),minute(angle),,longitude_minutes_within_degree,,,,,,,,,,,,,,,,,,,,,,,minute,,
GF3,LOUT,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,long_wave_radiation_outgoing,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,LOWF,MEDS,A,Time and frequency,Temps et fréquence,hertz,hertz,,,,,,,,,,,,,,,,,,,,,,,,,hertz,,
GF3,LPHA,"BIO,MEDS",,,,,,,,,,mg/m^3,,,,,,,,,,,,,,,,,,,,mg/m^3,,
GF3,LPLR,MEDS,,,,,,,,,,,,,,,,Procedure includes removal of large plankton ie. jellyfish.,,,,,,,,,,,,,,,Procedure includes removal of large plankton ie. jellyfish.,
GF3,LT2$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,LTG$,MEDS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,latitude_from_GPS,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,LVLS,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,code_of_xbt_launcher_tube,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,LW1$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,LW2$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,LWCT,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,liquid_water_content,,,,,,,,,,,,,,,,,,,,,,,gram per metre cube,,
GF3,MAGC,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_correction,,,,,,,,,,,,,,,,,,,,,,,nanotesla,,
GF3,MAGN,"BIO,IML,MEDS",A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,MAGDCORR,Diurnal variation correction of magnetic field of the Earth,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/MAGDCORR/,MAGDCORR,Diurnal variation correction of magnetic field of the Earth,SDN:P01::MAGDCORR,Diurnal variation correction of magnetic field of the Earth,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,degree,Diurnal variation correction of magnetic field of the Earth,
GF3,MAGR,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_residual,,,,,,,,,,,,,,,,,,,,,,,nanotesla,,
GF3,MAGT,MEDS,A,Geophysics,Géophysique,nanotesla,nanotesla,,magnetic_field_total,,,,,,,,,,,,,,,,,,,,,,,nanotesla,,
GF3,MBN$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,MDVP,BIO,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,MINS,MEDS,A,Date and time within day,Date et temps dans une journée,minute(time),minute(durée),,,,,,,,,,,,,,,,,,,,,,,,,minute(time),,
GF3,MMFX,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,MMMM,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,MMN$,MEDS,A,Water Level,Niveau d'eau,metre,mètre,,,,,,,,,,,,,,,,,,,,,,,,,metre,,
GF3,MMPO,MEDS,,,,,,,,,,,,,,,,Information taxonomique additionnelle,,,,,,,,,,,,,,,Information taxonomique additionnelle,
GF3,MNS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_minimum_value,,,,,,,,,,,,,,,,,,,,,,,practical salinity unit (PSS-78),,
GF3,MNSV,"BIO,MEDS",,,,,,,,,,microns,,,,,,,,,,,,,,,,,,,,microns,,
GF3,MNSZ,"BIO,MEDS",,,,,,,,,,microns,,,,,,,,,,,,,,,,,,,,microns,,
GF3,MNT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_minimum_value,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,MNTH,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,MODF,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,MRT#,MEDS,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,MSIZ,MEDS,,,,,,,,,,,,,,,,Net mesh size (microns).,,,,,,,,,,,,,,,Net mesh size (microns).,
GF3,MSQD,MEDS,,,,,,,,,,,,,,,,Meters squared flag [Y or N] Ok to use for standing stock calc.,,,,,,,,,,,,,,,Meters squared flag [Y or N] Ok to use for standing stock calc.,
GF3,MTH$,MEDS,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,MXS$,MEDS,A,Data Operation,Opération sur données,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,salinity_maximum_value,,,,,,,,,,,,,,,,,,,,,,,practical salinity unit (PSS-78),,
GF3,MXSV,MEDS,,,,,,,,,,,,,,,,Largest sieve used (microns).,,,,,,,,,,,,,,,Largest sieve used (microns).,
GF3,MXSZ,MEDS,,,,,,,,,,,,,,,,Maximum size of organisms (microns),microns,,,,,,,,,,,,,microns,Maximum size of organisms (microns),
GF3,MXT$,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,temperature_maximum_value,,,,,,,,,,,,,,,,,,,,,,,degree Celsius,,
GF3,NAM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NBD1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NBIN,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,NBL1,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NDM$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NDS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NET$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,micrometre,micromètre,,size_net_mesh,,,,,,,,,,,,,,,,,,,,,,,micrometre,,
GF3,NETR,"BIO,IML,MEDS",A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,watts/ m^3,UWCM,watts per square metre,,,solar_irradiance,,,solar_irradiance,http://vocab.nerc.ac.uk/collection/P07/current/WC485N1Y/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UWCM/,UWCM,Watts per cubic metre,SDN:P06::UWCM,Watts per cubic metre,"watts/ m^3,watt per metre square",,
GF3,NH3$,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,millimole per metre cube,,
GF3,NID#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,NIPO,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,NIRR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,watt per metre square,,
GF3,NONE,"BIO,IML",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,NORG,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],mass_concentration_of_organic_nitrogen_in_sea_water,,,,,http://vocab.nerc.ac.uk/collection/P01/current/DONXXXX1/,DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],SDN:P01::DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],
GF3,NPA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NPD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NPS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NPT#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,code table,,
GF3,NRP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NSB$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NSCM,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,,,northward_sea_water_velocity,,,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,"m/s,metre per second",,
GF3,NSCS,MEDS,,,,,,,,,,,,,,,,North (true) Component of Current (mm/s),mm/s,,,,,,,,,,,,,mm/s,North (true) Component of Current (mm/s),
GF3,NSCT,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,LCNZZ01,Northward current velocity in the water body,northward_sea_water_velocity,,,northward_sea_water_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0494/,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,"m/s,metre per second",,
GF3,NSU$,MEDS,A,Position and navigation,Position et navigation,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NTHR,MEDS,A,Time and frequency,Temps et fréquence,hour,heure,,,,,,,,,,,,,,,,,,,,,,,,,hour,,
GF3,NTMN,MEDS,A,Time and frequency,Temps et fréquence,minute(time),minute(durée),,,,,,,,,,,,,,,,,,,,,,,,,minute(time),,
GF3,NTOT,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],,,,,,http://vocab.nerc.ac.uk/collection/P01/current/MDMAP013/,MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],SDN:P01::MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],
GF3,NTRA,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],mole_concentration_of_nitrate_in_sea_water,,,mole_concentration_of_nitrate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0806/,http://vocab.nerc.ac.uk/collection/P01/current/NTRAXXDZ/,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P01::NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],
GF3,NTRI,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],mole_concentration_of_nitrite_in_sea_water,,,mole_concentration_of_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DDAEDBBI/,http://vocab.nerc.ac.uk/collection/P01/current/NTRIXXDZ/,NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P01::NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],
GF3,NTRZ,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],mole_concentration_of_nitrate_and_nitrite_in_sea_water,,,mole_concentration_of_nitrate_and_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DABDADJB/,http://vocab.nerc.ac.uk/collection/P01/current/NTRZXXDZ/,NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P01::NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,"millimole per metre cube,mmol/m^3",Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],
GF3,NTSC,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,NUL$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,NUM,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,NUM$,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NUM_,"IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,,,,,,,,,,dimensionless,,
GF3,NVD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NVS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,NWAV,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,O18$,MEDS,A,Chemistry,Chimie,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,OBSS,MEDS,I,Date and time within day,Date et temps dans une journée,second,seconde,,seconds_within_minute,,,,,,,,,,,,,,,,,,,,,,,second,,
GF3,OCL#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OCP$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OCR$,MEDS,A,General purpose,Tout usage,text,texte,,identifier_of_mission_by_originator,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OCUR,"BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,microampere,microampère,,,,,ma,,,OXYCRW01,Instrument output (current) by oxygen sensor,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/OXYCRW01/,OXYCRW01,Raw signal (current) of instrument output by oxygen sensor,SDN:P01::OXYCRW01,Raw signal (current) of instrument output by oxygen sensor,,,,,,"microampere,ma",Raw signal (current) of instrument output by oxygen sensor,
GF3,ODD1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,ODD2,MEDS,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,,,,,,,,,,degree,,
GF3,OEN$,MEDS,A,General purpose,Tout usage,text,texte,,description_of_event_by_originator,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OID$,MEDS,A,General purpose,Tout usage,text,texte,platform_name,description_of_station_by_originator,,,,,,,,,,,platform_name,http://vocab.nerc.ac.uk/collection/P07/current/CH3BBTYJ/,,,,,,,,,,,text,,
GF3,OLP$,MEDS,A,Chemistry,Chimie,milligram per metre square,milligramme par mètre carré,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre square,,
GF3,OLS#,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OLW$,MEDS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,,,,,,,,,,milligram per metre cube,,
GF3,ONM1,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OPPR,"BIO,BIO,IML",A,Biological Oceanography,Océanographie biologique,dimensionless,sans dimension,,,,,,,,,,partial_pressure_of_oxygen_in_sea_water,,,,,,,,,,,,,,,dimensionless,,
GF3,OSAT,"BIO,IML,MEDS",A,Chemistry,Chimie,percent,pourcentage,,,,,%,UPCT,percent,OXYSZZ01,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],fractional_saturation_of_oxygen_in_sea_water,,,fractional_saturation_of_oxygen_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0623/,http://vocab.nerc.ac.uk/collection/P01/current/OXYSZZ01/,OXYSZZ01,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],SDN:P01::OXYSZZ01,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,UPCT,Percent,SDN:P06::UPCT,Percent,percent,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],
GF3,OSI$,MEDS,A,General purpose,Tout usage,text,texte,,originator_sample_identifier,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,OTMP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,degrees Celsius,UPAA,degrees Celsius,OXYTPR01,Temperature of oxygen sensor membrane,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/OXYTPR01/,OXYTPR01,Temperature of oxygen sensor membrane,SDN:P01::OXYTPR01,Temperature of oxygen sensor membrane,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,UPAA,Degrees Celsius,SDN:P06::UPAA,Degrees Celsius,degree Celsius,Temperature of oxygen sensor membrane,
GF3,OXS$,MEDS,A,Chemistry,Chimie,percent,pourcentage,,,,,,,,,,,,,,,,,,,,,,,,,percent,,
GF3,OXV_,"IML,MEDS",A,Biological Oceanography,Océanographie biologique,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,OXYG,"BIO,IML,MEDS",A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,,umol/kg,KGUM,micromole per kilogram,DOXMZZXX,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],,,,,,http://vocab.nerc.ac.uk/collection/P01/current/DOXMZZXX/,DOXMZZXX,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],SDN:P01::DOXMZZXX,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],http://vocab.nerc.ac.uk/collection/P06/current/KGUM/,KGUM,Micromoles per kilogram,SDN:P06::KGUM,Micromoles per kilogram,"umol/kg,micromole per kilogram",Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],
GF3,OXYV,BIO,,,,,,,,,,volts,UVLT,volts,OXYOCPVL,Voltage of instrument output by oxygen sensor,,,,,,http://vocab.nerc.ac.uk/collection/P01/current/OXYOCPVL/,OXYOCPVL,Raw signal (voltage) of instrument output by oxygen sensor,SDN:P01::OXYOCPVL,Raw signal (voltage) of instrument output by oxygen sensor,http://vocab.nerc.ac.uk/collection/P06/current/UVLT/,UVLT,Volts,SDN:P06::UVLT,Volts,volts,Raw signal (voltage) of instrument output by oxygen sensor,
GF3,PAD$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,text,,
GF3,PAIR,MEDS,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,PAR$,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,photosynthetic_active_radiation,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
GF3,PAR0,MEDS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,,,,,,,,,,microeinstein per metre square per second,,
GF3,PAR1,MEDS,A,Biological Oceanography,Océanographie biologique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF3,PB1$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,PBA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,PBC$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
GF3,PBN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,PBP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,,,,,,,,,,,,,,,,,,,,,,inch of Mercury,,
GF3,PBS$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,number,,
GF3,PBV$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,,,,,,,,,,volt,,
GF3,PCA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,,,,,,,,,,milliampere,,
