Vocabulary,name,Users,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:units,BIO:P06 urn,BIO:P06 name,BIO:P01 urn,BIO:P01 name,BIO:CF_CODE,IML:definition,IML:units,long_name,expected_units,scale,standard_name,SDN:P07::id,SDN:P01::id,SDN:P01::urn,SDN:P01::prefLabel,sdn_parameter_urn,sdn_parameter_name,SDN:P06::id,SDN:P06::urn,SDN:P06::prefLabel,sdn_uom_urn,sdn_uom_name,definition,convention,scale_factor,GF3_name,Alternative units,SDN:P01::Alternative Name
GF3,SPDV,MEDS,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,metre per second,,,,,,,,,,,,,,,,,SPDV,,
GF3,SPEH,"BIO,IML,MEDS",A,Meteorology,Météorologie,gram per kilogram,gramme par kilogramme,,,,,g/kg,UGKG,grams per kilogram,CHUMSS01,Specific humidity of the atmosphere,specific_humidity,,,,gram per kilogram|g/kg,,specific_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0313/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMSS01/,CHUMSS01,Specific humidity of the atmosphere,SDN:P01::CHUMSS01,Specific humidity of the atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,UGKG,Grams per kilogram,SDN:P06::UGKG,Grams per kilogram,Specific humidity of the atmosphere,,,SPEH,,
GF3,SPF$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPF$,,
GF3,SPFR,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPFR,,
GF3,SPVA,"BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,m^3/kg,,,,,,,,,metre cube per kilogram|m^3/kg,,,,,,,,,,,,,,,,,SPVA,,
GF3,SPVA,"BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,m^3/kg,,,,,,,,,metre cube per kilogram|m^3/kg,,,,,,,,,,,,,,,,,SPVA,,
GF3,SPVO,"BIO,IML",A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,m^3/kg,,,,,sea_water_volume,,,,m^3/kg|metre cube per kilogram,,sea_water_volume,http://vocab.nerc.ac.uk/collection/P07/current/CF12N585/,,,,,,,,,,,,,,SPVO,,
GF3,SRT$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SRT$,,
GF3,SSAL,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,g/kg,UGKG,grams per kilogram,ODSDM021,Salinity of the water body,sea_water_salinity,,,,gram per kilogram|g/kg,,sea_water_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0331/,http://vocab.nerc.ac.uk/collection/P01/current/ODSDM021/,ODSDM021,Salinity of the water body,SDN:P01::ODSDM021,Salinity of the water body,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,UGKG,Grams per kilogram,SDN:P06::UGKG,Grams per kilogram,Salinity of the water body,,,SSAL,,
GF3,SSD#,MEDS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,SSD#,,
GF3,SSPS,MEDS,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,PSS-78,,,,,,,,,,practical salinity unit (PSS-78),PSS-78,,,,,,,,,,,,,,PSS-78,,SSPS,,
GF3,SSSL,MEDS,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,sea_surface_salinity,,,,,,,,,,,,,gram per kilogram,,sea_surface_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0376/,,,,,,,,,,,,,,SSSL,,
GF3,SST1,MEDS,A,Wave,Vague,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SST1,,
GF3,SST2,MEDS,A,Wave,Vague,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,SST2,,
GF3,SSTP,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,sea_surface_temperature,,,,,,,,,,,,,degree Celsius,,sea_surface_temperature,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0381/,,,,,,,,,,,,,,SSTP,,
GF3,ST1$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,ST1$,,
GF3,ST2$,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,ST2$,,
GF3,STAG,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,STAG,,
GF3,STC$,MEDS,A,Wave,Vague,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STC$,,
GF3,STI#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STI#,,
GF3,STM#,MEDS,A,Methods,Méthodes,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STM#,,
GF3,STOR,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOR,,
GF3,STP$,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STP$,,
GF3,STRA,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,Pa,PASX,pascals,,,,,,,Pa|pascal,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,PASX,Pascals,SDN:P06::PASX,Pascals,,,,STRA,,
GF3,STRD,"BIO,IML",A,Position and navigation,Position et navigation,degree(angle) True,degré(angle) vrai,,,,,degrees,UAAA,degrees,,,,,,,degree True|degree,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,,,,STRD,,
GF3,STRU,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,Pa,PASX,pascals,NWSTRRXX,Northward wind stress on the water body,,,,,Pa|pascal,,,,http://vocab.nerc.ac.uk/collection/P01/current/NWSTRRXX/,NWSTRRXX,Northward wind stress on the water body,SDN:P01::NWSTRRXX,Northward wind stress on the water body,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,PASX,Pascals,SDN:P06::PASX,Pascals,Northward wind stress on the water body,,,STRU,,
GF3,STRV,"BIO,IML",A,Instrument characteristics,Caractéristiques de l'instrument,pascal,pascal,,,,,Pa,PASX,pascals,EWSTRRXX,Eastward wind stress on the water body,,,,,Pa|pascal,,,,http://vocab.nerc.ac.uk/collection/P01/current/EWSTRRXX/,EWSTRRXX,Eastward wind stress on the water body,SDN:P01::EWSTRRXX,Eastward wind stress on the water body,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,PASX,Pascals,SDN:P06::PASX,Pascals,Eastward wind stress on the water body,,,STRV,,
GF3,SUL$,MEDS,A,Chemistry,Chimie,mole per metre cube,mole par mètre cube,,,,,,,,,,,,,,mole per metre cube,,,,,,,,,,,,,,,,,SUL$,,
GF3,SVA$,MEDS,A,Physical Oceanography,Océanographie physique,metre cube per kilogram,mètre cube par kilogramme,,,,,,,,,,,,,,metre cube per kilogram,,,,,,,,,,,,,,,,,SVA$,,
GF3,SVCZ,MEDS,A,Geophysics,Géophysique,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVCZ,,
GF3,SVEL,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,m/s,UVAA,metres per second,SVELXXXX,Sound velocity in the water body,speed_of_sound_in_sea_water,,,,m/s|metre per second,,speed_of_sound_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0316/,http://vocab.nerc.ac.uk/collection/P01/current/SVELXXXX/,SVELXXXX,Sound velocity in the water body,SDN:P01::SVELXXXX,Sound velocity in the water body,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,UVAA,Metres per second,SDN:P06::UVAA,Metres per second,Sound velocity in the water body,,,SVEL,,
GF3,SVR$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SVR$,,
GF3,SWD#,MEDS,A,Wave,Vague,code table,table de code,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWD#,,
GF3,SWDR,MEDS,A,Wave,Vague,degree(angle),degré(angle),sea_surface_swell_wave_to_direction,water_surface_swell_wave_to_direction,,,,,,,,,,,,degree,,sea_surface_swell_wave_to_direction,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0379/,,,,,,,,,,,,,,SWDR,,
GF3,SWHT,MEDS,A,Wave,Vague,metre,mètre,sea_surface_swell_wave_significant_height,water_surface_swell_wave_significant_height,,,,,,,,,,,,metre,,sea_surface_swell_wave_significant_height,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0378/,,,,,,,,,,,,,,SWHT,,
GF3,SWM$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,SWM$,,
GF3,SWPR,MEDS,A,Wave,Vague,second,seconde,sea_surface_swell_wave_period,water_surface_swell_wave_period,,,,,,,,,,,,second,,sea_surface_swell_wave_period,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0377/,,,,,,,,,,,,,,SWPR,,
GF3,SYTM,"BIO,IML,MEDS",A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,time,,,,,,time,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0115/,,,,,,,,,,,,,,SYTM,,
GF3,TAPE,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAPE,,
GF3,TAXN,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAXN,,
GF3,TBD$,MEDS,A,Physical Oceanography,Océanographie physique,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,TBD$,,
GF3,TCD$,MEDS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,micromole per kilogram,,,,,,,,,,,,,,,,,TCD$,,
GF3,TCL$,MEDS,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,TCL$,,
GF3,TCN$,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCN$,,
GF3,TDE$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TDE$,,
GF3,TDFL,MEDS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TDFL,,
GF3,TDIF,MEDS,A,Meteorology,Météorologie,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,TDIF,,
GF3,TDS$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TDS$,,
GF3,TE90,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,degrees c,UPAA,degrees celsius,TEMPP901,Temperature (ITS-90) of the water body,,,,,degree Celsius|degree c|degrees C|deg C,ITS-90,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPP901/,TEMPP901,Temperature (ITS-90) of the water body,SDN:P01::TEMPP901,Temperature (ITS-90) of the water body,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,UPAA,Degrees Celsius,SDN:P06::UPAA,Degrees Celsius,Temperature (ITS-90) of the water body,,,TE90,,
GF3,TED$,MEDS,A,Wave,Vague,metre square,mètre carré,,,,,,,,,,,,,,metre square,,,,,,,,,,,,,,,,,TED$,,
GF3,TEEA,MEDS,A,Data Operation,Opération sur données,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,TEEA,,
GF3,TEMD,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,degree Celsius,,,,,,,,,,,,,,,,,TEMD,,
GF3,TEMP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,degrees c,UPAA,degrees celsius,TEMPPR01,Temperature of the water body,,,,,"degree Celsius|degree c|degrees C|IPTS-68, deg C|ITS-68, deg C",,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/,TEMPPR01,Temperature of the water body,SDN:P01::TEMPPR01,Temperature of the water body,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,UPAA,Degrees Celsius,SDN:P06::UPAA,Degrees Celsius,Temperature of the water body,,,TEMP,,
GF3,TEP$,MEDS,A,Wave,Vague,metre square,mètre carré,,,,,,,,,,,,,,metre square,,,,,,,,,,,,,,,,,TEP$,,
GF3,TER$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TER$,,
GF3,TEXT,"BIO,IML,MEDS",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,TEXT,,
GF3,TFF$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFF$,,
GF3,TFS$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFS$,,
GF3,TGP$,MEDS,A,Time and frequency,Temps et fréquence,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,TGP$,,
GF3,TGRD,MEDS,A,Physical Oceanography,Océanographie physique,degree Celsius per metre,degré Celsius par mètre,,,,,,,,,,,,,,degree Celsius per metre,,,,,,,,,,,,,,,,,TGRD,,
GF3,TH1$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TH1$,,
GF3,TH2$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TH2$,,
GF3,TIILTSDEV,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIILTSDEV,,
GF3,TILT,"BIO,IML,MEDS",A,Instrument characteristics,Caractéristiques de l'instrument,degree(angle),degré(angle),,,,,degrees,UAAA,degrees,ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,,,,,degree|degrees,,,,http://vocab.nerc.ac.uk/collection/P01/current/ZNTHSS01/,ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,SDN:P01::ZNTHSS01,Orientation (tilt) of measurement platform by inclinometer,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,UAAA,Degrees,SDN:P06::UAAA,Degrees,Orientation (tilt) of measurement platform by inclinometer,,,TILT,,
GF3,TILTSDEV,MEDS,,,,,,,,,,,,,,,,Écart-type de l angle d inclinaison. Unité: degrés.,degrees,,degree,,,,,,,,,,,,,,Écart-type de l angle d inclinaison. Unité: degrés.,,,TILTSDEV,,
GF3,TIM#,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIM#,,
GF3,TIME,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME,,HC
GF3,TIN1,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIN1,,
GF3,TKI$,MEDS,A,Data Operation,Opération sur données,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TKI$,,
GF3,TL1$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL1$,,
GF3,TL2$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL2$,,
GF3,TLENBSEQ,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENBSEQ,,
GF3,TLENCNTP,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENCNTP,,
GF3,TLENCOLL,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENCOLL,,
GF3,TLENLBIN,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENLBIN,,
GF3,TLENQQQQ,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENQQQQ,,
GF3,TLENTLEN,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENTLEN,,
GF3,TLENUBIN,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLENUBIN,,
GF3,TMN$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMN$,,
GF3,TMX$,MEDS,A,Water Level,Niveau d'eau,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMX$,,
GF3,TOFF,BIO,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,,s,UTBB,seconds,,,,,,,second|s,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UTBB/,UTBB,Seconds,SDN:P06::UTBB,Seconds,,,,TOFF,,
GF3,TOTP,"BIO,IML,MEDS",A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,decibars,UPDB,decibars,PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,sea_water_pressure,,,,decibar|decibars,,sea_water_pressure,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0330/,http://vocab.nerc.ac.uk/collection/P01/current/PPSCZZ01/,PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,SDN:P01::PPSCZZ01,Pressure (measured variable) exerted by the water body plus atmosphere,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,UPDB,Decibars,SDN:P06::UPDB,Decibars,Pressure (measured variable) exerted by the water body plus atmosphere,,,TOTP,,
GF3,TPHS,"BIO,IML,MEDS",A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,mmol/m^3,MMCM,millimoles per cubic metre,TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} per unit volume of the water body [dissolved plus reactive particulate phase],,,,,mmol/m^3|millimole per metre cube,,,,http://vocab.nerc.ac.uk/collection/P01/current/TPHSZZXX/,TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],SDN:P01::TPHSZZXX,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,MMCM,Millimoles per cubic metre,SDN:P06::MMCM,Millimoles per cubic metre,Concentration of total phosphorus {total_P CAS 7723-14-0} {TP or TDP} per unit volume of the water body [dissolved plus reactive particulate phase],,,TPHS,,
GF3,TRAN,"BIO,IML,MEDS",A,Biological Oceanography,Océanographie biologique,percent per metre,pourcentage par mètre,,,,,%,UPCT,percent,,,,,,,percent per metre|percent|%,,,,,,,,,http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,UPCT,Percent,SDN:P06::UPCT,Percent,,,,TRAN,,
GF3,TRB$,MEDS,A,Physical Oceanography,Océanographie physique,Formazin Turbidity Unit,unité formazine,sea_water_turbidity,water_turbidity,,,,,,,,,,,,Formazin Turbidity Unit,,sea_water_turbidity,http://vocab.nerc.ac.uk/collection/P07/current/7B3X6L2J/,,,,,,,,,,,,,,TRB$,,
GF3,TRB2,MEDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRB2,,
GF3,TRB_,MEDS,A,Physical Oceanography,Océanographie physique,Formazin Turbidity Unit,unité formazine,sea_water_turbidity,water_turbidity,,,,,,,,,,,,NTU,,sea_water_turbidity,http://vocab.nerc.ac.uk/collection/P07/current/7B3X6L2J/,,,,,,,,,,,,,,TRB_,,
GF3,TRPH,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRPH,,
GF3,TSD$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSD$,,
GF3,TSG$,MEDS,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSG$,,
GF3,TSM$,MEDS,A,Biological Oceanography,Océanographie biologique,gram per metre cube,gramme par mètre cube,,,,,,,,,,,,,,gram per metre cube,,,,,,,,,,,,,,,,,TSM$,,
GF3,TSM_,"BIO,IML,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSM_,,
GF3,TSN_,"BIO,MEDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSN_,,
GF3,TSS$,MEDS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,mass_concentration_of_suspended_matter_in_sea_water,,,,,,,,,,,,,milligram per metre cube,,mass_concentration_of_suspended_matter_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF12S23/,,,,,,,,,,,,,,TSS$,,
GF3,TUR$,MEDS,A,Physical Oceanography,Océanographie physique,percent,pourcentage,,,,,,,,,,,,,,percent,,,,,,,,,,,,,,,,,TUR$,,
GF3,TURB,BIO,A,Physical Oceanography,Océanographie physique,Formazine Turbidity Unit ,Unité de Turbidité Formazine,,,,,FTU,,,TURBXXXX,Turbidity of water in the water body,sea_water_turbidity,,,,FTU|Formazine Turbidity Unit ,,sea_water_turbidity,http://vocab.nerc.ac.uk/collection/P07/current/7B3X6L2J/,http://vocab.nerc.ac.uk/collection/P01/current/TURBXXXX/,TURBXXXX,Turbidity of water in the water body,SDN:P01::TURBXXXX,Turbidity of water in the water body,,,,,,Turbidity of water in the water body,,,TURB,,
GF3,TWCT,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,,,,,,,,,,,,,gram per metre cube,,,,,,,,,,,,,,,,,TWCT,,
GF3,TWTT,MEDS,A,Geophysics,Géophysique,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,TWTT,,
GF3,UBSZ,MEDS,,,,,,,,,,,,,,,,Size fractioned bin size (upper limit),upper limit,,upper limit,,,,,,,,,,,,,,Size fractioned bin size (upper limit),,,UBSZ,,
GF3,UDCS,MEDS,,,,,,,,,,,,,,,,Vertical Current Speed (positive up) Unit: mm/s,,,,,,,,,,,,,,,,,Vertical Current Speed (positive up) Unit: mm/s,,,UDCS,,
GF3,UID$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UID$,,
GF3,UIM$,MEDS,A,Meteorology,Météorologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UIM$,,
GF3,ULTR,MEDS,A,Meteorology,Météorologie,watt per metre square,watt par mètre carré,,,,,,,,,,,,,,watt per metre square,,,,,,,,,,,,,,,,,ULTR,,
GF3,UND#,MEDS,A,General purpose,Tout usage,code table,table de code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UND#,,
GF3,UNIT,MEDS,,,,,,,,,,,,,,,,Stores information of units used to report measurement results.,,,,,,,,,,,,,,,,,Stores information of units used to report measurement results.,,,UNIT,,
GF3,UNKN,"BIO,IML",A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,dimensionless,,,,,,,,,,,,,,,,,UNKN,,
GF3,UPD$,MEDS,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPD$,,
GF3,URE$,MEDS,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,millimole per metre cube,,,,,,,,,,,,,,,,,URE$,,
GF3,URE_,"BIO,IML,MEDS",,,,,,,,,,mmol/m^3,,,UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,,,,mmol/m^3,,,,http://vocab.nerc.ac.uk/collection/P01/current/UREAZZZZ/,UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],SDN:P01::UREAZZZZ,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,,,,,Concentration of urea {CAS 57-13-6} per unit volume of the water body [unknown phase],,,URE_,,
GF3,USAL,MEDS,A,Physical Oceanography,Océanographie physique,number,nombre,sea_water_salinity,,,,,,,,,,,,,,,sea_water_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0331/,,,,,,,,,,,,,,USAL,,
GF3,VAIS,"BIO,IML",A,Physical Oceanography,Océanographie physique,hertz,hertz,,,,,hertz,UTHZ,hertz,BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,brunt_vaisala_frequency_in_sea_water,,,,hertz,,,,http://vocab.nerc.ac.uk/collection/P01/current/BVFSTP01/,BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,SDN:P01::BVFSTP01,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,http://vocab.nerc.ac.uk/collection/P06/current/UTHZ/,UTHZ,Hertz,SDN:P06::UTHZ,Hertz,Brunt-Vaisala frequency squared of the water body by turbulence profiler precision CTD,,,VAIS,,
GF3,VAP1,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,VAP1,,
GF3,VAPP,MEDS,A,Meteorology,Météorologie,hectopascal,hectopascal,,,,,,,,,,,,,,hectopascal,,,,,,,,,,,,,,,,,VAPP,,
GF3,VAV1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VAV1,,
GF3,VAV2,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VAV2,,
GF3,VAVH,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VAVH,,
GF3,VBRF,MEDS,A,Wave,Vague,number,nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VBRF,,
GF3,VCA$,MEDS,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,second,,,,,,,,,,,,,,,,,VCA$,,
GF3,VCAR,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VCAR,,
GF3,VCH1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VCH1,,
GF3,VCMX,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VCMX,,
GF3,VCP1,MEDS,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,metre,,,,,,,,,,,,,,,,,VCP1,,
